ID,height
67117,172.0
66074,170.0
8001,155.0
7456,160.0
5086,162.0
66478,17.5
44503,168.0
50317,154.0
66954,175.0
67353,163.0
4226,167.0
37262,157.0
104295,165.0
8376,175.0
53630,175.0
3240,176.0
59235,163.0
1828,158.0
65869,180.0
7674,171.0
10507,150.0
2571,170.0
66668,150.0
66248,170.0
66119,171.0
66139,163.0
577,
8911,169.0
66802,162.0
102614,165.0
4409,170.0
99059,156.0
105697,163.0
92326,158.0
3368,161.0
9277,157.0
98726,160.0
1423,
1420,157.0
48244,167.0
5457,168.0
101017,170.0
98730,169.0
5256,16.299999999999997
66366,170.0
4284,165.0
9634,170.0
67395,175.0
26171,173.0
8754,172.0
9362,160.0
9438,162.0
8888,152.0
3065,160.0
7900,160.0
3206,174.0
4643,160.0
9219,153.0
6711,170.0
98767,158.0
93519,164.0
1700,170.0
47616,176.0
2469,175.0
60021,170.0
99054,150.0
66788,160.0
8356,150.0
75854,17.2
8934,170.0
58584,170.0
93946,167.0
115242,162.0
110997,170.0
99353,167.0
131519,156.0
131477,160.0
131661,181.0
2485,154.0
66738,158.0
8926,166.0
2413,178.0
67821,168.0
7956,160.0
66616,154.0
2295,174.0
66247,165.0
7596,170.0
50181,16.1
60134,173.0
67238,170.0
98792,173.0
7691,17.5
102666,167.0
73771,153.0
107700,154.0
92634,173.0
102965,160.0
9269,160.0
8373,170.0
9034,
130023,167.0
134603,168.0
57873,150.0
1088,162.0
79374,167.0
103749,175.0
5777,158.0
67025,
82919,163.0
2387,157.0
66274,170.0
99143,155.0
8842,167.0
3835,165.0
67365,165.0
65967,166.0
107085,
60261,175.0
105109,156.0
41028,162.0
66659,158.0
8628,155.0
65561,169.0
66336,165.0
7474,162.0
4449,168.0
73629,160.0
75324,150.0
79034,167.0
1098,163.0
3897,166.0
66824,160.0
58443,160.0
66991,165.0
4130,
77623,157.0
99048,158.0
58916,167.0
8203,170.0
62303,172.0
6300,
3052,170.0
9609,175.0
67151,160.0
45203,152.0
66195,165.0
75329,16.4
4853,173.0
67204,173.0
67496,172.0
9347,176.0
8828,168.0
2729,165.0
46135,15.7
7302,
73628,159.0
7695,170.0
9371,160.0
65946,16.8
66395,148.0
8152,164.0
37983,168.0
65898,165.0
9303,160.0
78767,170.0
66843,16.599999999999998
7896,170.0
58747,165.0
48787,170.0
4801,160.0
66221,170.0
7445,170.0
3967,160.0
63554,167.0
51828,170.0
38,174.0
67018,166.0
3033,160.0
5158,165.0
100363,170.0
8609,150.0
66020,173.0
67235,155.0
75698,155.0
50253,156.0
8922,155.0
79381,165.0
7619,172.0
5284,165.0
7343,168.0
780,170.0
1564,168.0
9092,17.3
9742,162.0
53757,17.2
66237,15.2
6360,166.0
63561,158.0
9473,169.0
62394,175.0
8906,161.0
7467,172.0
8919,160.0
4679,154.0
5294,164.0
5196,16.0
3020,16.1
61204,163.0
5180,17.2
49159,160.0
9581,158.0
77599,155.0
9885,165.0
3231,165.0
1622,173.0
8347,175.0
711,162.0
8095,160.0
66883,
45117,159.0
60816,16.0
8943,166.0
53335,17.3
44842,175.0
9251,153.0
65734,155.0
67243,155.0
134331,
